Universal ACDC v.1.38
importing alife objects...
importing alife objects from file alife_zaton.ltx...
importing alife objects from file alife_jupiter.ltx...
importing alife objects from file alife_puzir.ltx...
team 0, squad 1, group 3, puzir_sniper1
team 0, squad 0, group 0, rad_stalker_zombied_0002
team 0, squad 0, group 0, rad_stalker_zombied_0003
team 0, squad 0, group 0, rad_stalker_zombied_0004
team 0, squad 0, group 0, rad_stalker_zombied_0005
team 0, squad 0, group 0, rad_stalker_zombied_0006
team 0, squad 0, group 0, rad_stalker_zombied_0007
team 0, squad 0, group 0, rad_stalker_zombied_0008
team 0, squad 0, group 0, rad_stalker_zombied_0012
team 0, squad 0, group 0, rad_antenna_specnazer
team 0, squad 0, group 0, rad_antenna_specnazer_0000
team 0, squad 0, group 0, rad_antenna_specnazer_0001
team 0, squad 0, group 0, rad_antenna_specnazer_0002
team 0, squad 0, group 0, rad_antenna_specnazer_0003
team 0, squad 0, group 0, rad_antenna_specnazer_0004
team 0, squad 0, group 0, rad_antenna_specnazer_0005
team 0, squad 0, group 0, rad_antenna_specnazer_0006
team 0, squad 0, group 0, rad_antenna_monolither
team 0, squad 0, group 0, rad_antenna_monolither_0000
team 0, squad 0, group 0, rad_antenna_monolither_0001
team 0, squad 0, group 0, rad_antenna_monolither_0002
team 0, squad 0, group 0, rad_antenna_monolither_0003
team 0, squad 0, group 0, rad_antenna_monolither_0004
team 0, squad 0, group 0, rad_antenna_monolither_0005
team 0, squad 0, group 0, rad_antenna_monolither_0006
team 0, squad 0, group 0, rad_psy_dog
team 0, squad 0, group 0, rad2_stalker_zombied
team 0, squad 0, group 0, rad2_stalker_zombied_0000
team 0, squad 0, group 0, rad2_stalker_zombied_0001
team 0, squad 0, group 0, rad2_military
team 0, squad 0, group 0, rad2_stalker
team 0, squad 0, group 0, rad2_stalker_0000
team 0, squad 0, group 0, rad2_stalker_0001
team 0, squad 0, group 0, rad2_stalker_0002
team 0, squad 0, group 0, rad2_stalker_0003
team 0, squad 0, group 0, rad2_stalker_0004
team 0, squad 0, group 0, rad_m_poltergeist_normal_tele
team 0, squad 0, group 0, rad_gigant_normal
importing alife objects from file alife_l12u_sarcofag.ltx...
team 0, squad 1, group 3, nevid_monolit
team 0, squad 0, group 0, sarc_niz_zomb_1
team 0, squad 0, group 0, sarc_niz_zomb_2
team 0, squad 0, group 0, sarc_stalk_zombied_1
team 0, squad 0, group 0, sarc_stalk_zombied_2
team 0, squad 0, group 0, sarc_stalk_zombied_3
team 0, squad 0, group 0, sarc_stalk_zombied_4
team 0, squad 0, group 0, sarc_stalk_zombied_5
team 0, squad 20, group 0, sar_stalker_monolith_0002
team 0, squad 20, group 0, sar_stalker_monolith_0008
team 0, squad 20, group 0, sar_stalker_monolith_0011
team 0, squad 20, group 0, sar_stalker_monolith_0012
team 0, squad 20, group 0, sar_stalker_monolith_0013
team 0, squad 20, group 0, sar_stalker_monolith_0014
team 0, squad 20, group 0, sar_stalker_monolith_0015
team 0, squad 20, group 0, sar_stalker_monolith_0016
team 0, squad 20, group 0, sar_stalker_monolith_0017
team 0, squad 20, group 0, sar_stalker_monolith_0018
team 0, squad 20, group 0, sar_stalker_monolith_high
team 0, squad 20, group 0, sar_stalker_monolith_high_0000
team 0, squad 20, group 0, sar_stalker_monolith_high_0001
team 0, squad 20, group 0, sar_stalker_monolith_high_0002
team 0, squad 20, group 0, sar_stalker_monolith_high_0003
team 0, squad 20, group 0, sar_stalker_monolith_high_0004
team 0, squad 20, group 0, sar_stalker_monolith_high_0005
team 0, squad 20, group 0, sar_stalker_monolith_high_0006
team 0, squad 20, group 0, sar_stalker_monolith_high_0007
team 0, squad 20, group 0, sar_stalker_monolith_high_0008
team 0, squad 20, group 0, sar_stalker_monolith_high_0009
team 0, squad 20, group 0, sar_stalker_sklad
team 0, squad 20, group 0, sar_stalker_sklad_0000
team 0, squad 20, group 0, sar_stalker_sklad_0001
team 0, squad 20, group 0, sar_stalker_sklad_0002
team 0, squad 20, group 0, sar_stalker_sklad_0003
team 0, squad 30, group 1, sar_secret_room_monolith_1
team 0, squad 30, group 1, sar_secret_room_monolith_2
team 0, squad 30, group 1, sar_secret_room_monolith_3
team 0, squad 30, group 1, sar_secret_room_monolith_4
team 0, squad 30, group 1, sar_secret_room_monolith_5
team 0, squad 30, group 1, sar_secret_room_monolith_6
team 0, squad 30, group 1, sar_secret_room_monolith_7
team 0, squad 30, group 1, sar_secret_room_monolith_8
team 0, squad 20, group 0, sar_stalker_monolith_lest_1
team 0, squad 20, group 0, sar_stalker_monolith_lest_0000
team 0, squad 20, group 0, sar_stalker_monolith_lest_0001
team 0, squad 20, group 0, sar_stalker_monolith_0019
team 0, squad 20, group 0, sar_stalker_monolith_0020
importing alife objects from file alife_predbannik.ltx...
team 0, squad 0, group 0, pred_st_cat83
team 0, squad 0, group 0, predbannik_btr_90_0001
team 0, squad 0, group 0, predbannik_btr_u09_0001
team 0, squad 0, group 0, predbannik_btr_cry_0001
team 0, squad 0, group 0, predbannik_stalker_zombied
team 0, squad 0, group 0, predbannik_stalker_zombied_0000
team 0, squad 0, group 0, predbannik_stalker_zombied_0001
team 0, squad 0, group 0, predbannik_stalker_zombied_0002
team 0, squad 0, group 0, predbannik_stalker_zombied_0003
team 0, squad 0, group 0, predbannik_stalker_zombied_0004
team 0, squad 0, group 0, predbannik_stalker_zombied_0005
team 0, squad 0, group 0, predbannik_psy_dog_radar
team 0, squad 0, group 0, predbannik_psy_dog_radar_0000
team 0, squad 0, group 0, predbannik_dog_strong
team 0, squad 0, group 0, predbannik_dog_strong_0000
team 0, squad 0, group 0, predbannik_dog_strong_0001
team 0, squad 0, group 0, predbannik_dog_strong_0002
team 0, squad 0, group 0, predbannik_dog_strong_0003
team 0, squad 0, group 0, predbannik_bloodsucker_strong
team 0, squad 0, group 0, predbannik_bloodsucker_strong_0000
team 0, squad 0, group 0, predbannik_bloodsucker_strong_0001
team 0, squad 0, group 0, predbannik_psy_dog_radar_0001
team 0, squad 0, group 0, predbannik_pseudodog_strong
team 0, squad 0, group 0, predbannik_pseudodog_strong_0000
team 0, squad 0, group 0, predbannik_snork_strong
team 0, squad 0, group 0, predbannik_snork_strong_0000
team 0, squad 0, group 0, predbannik_snork_strong_0001
team 0, squad 0, group 0, predbannik_snork_strong_0002
team 0, squad 0, group 0, predbannik_boar_strong
team 0, squad 0, group 0, predbannik_boar_strong_0000
team 0, squad 0, group 0, predbannik_boar_strong_0001
team 0, squad 0, group 0, predbannik_boar_strong_0002
team 0, squad 0, group 0, predbannik_boar_strong_0003
team 0, squad 0, group 0, predbannik_flesh_strong
team 0, squad 0, group 0, predbannik_flesh_strong_0000
team 0, squad 0, group 0, predbannik_flesh_strong_0001
team 0, squad 0, group 0, predbannik_dog_normal
team 0, squad 0, group 0, predbannik_dog_normal_0000
team 0, squad 0, group 0, predbannik_dog_normal_0001
team 0, squad 0, group 0, predbannik_dog_normal_0002
team 0, squad 0, group 0, predbannik_dog_normal_0003
team 0, squad 0, group 0, predbannik_dog_weak
team 0, squad 0, group 0, predbannik_dog_weak_0000
team 0, squad 0, group 0, predbannik_dog_weak_0001
team 0, squad 0, group 0, predbannik_dog_weak_0002
team 0, squad 0, group 0, predbannik_dog_weak_0003
team 0, squad 0, group 0, predbannik_pseudodog_strong_0001
team 0, squad 0, group 0, predbannik_pseudodog_strong_0002
team 0, squad 0, group 0, predbannik_dog_strong_0004
team 0, squad 0, group 0, predbannik_dog_strong_0005
team 0, squad 0, group 0, predbannik_dog_strong_0006
team 0, squad 0, group 0, predbannik_dog_strong_0007
team 0, squad 0, group 0, predbannik_dog_strong_0008
team 0, squad 0, group 0, predbannik_flesh_strong_0002
team 0, squad 0, group 0, predbannik_flesh_strong_0003
team 0, squad 0, group 0, predbannik_flesh_strong_0004
team 0, squad 0, group 0, predbannik_flesh_strong_0005
team 0, squad 0, group 0, predbannik_flesh_strong_0006
team 0, squad 0, group 0, pred_st_fracture102
team 0, squad 0, group 0, pred_st_pseudodog11
team 0, squad 0, group 0, pred_st_pseudodog11
team 0, squad 0, group 0, predbannik_psy_dog_radar_0002
team 0, squad 0, group 0, predbannik_psy_dog_radar_0003_0001
team 0, squad 0, group 0, pred_st_flesh112
team 0, squad 1, group 2, pre_killers_baza_killer_walk
team 0, squad 1, group 2, pre_killers_baza_killer_walk_9
team 0, squad 1, group 2, pre_killers_baza_killer_walk_10
team 0, squad 1, group 2, pre_killers_baza_killer_walk_5
team 0, squad 1, group 2, pre_killers_baza_killer_walk_11
team 0, squad 1, group 2, pred_obmorok
team 0, squad 1, group 2, pred_loc
team 0, squad 1, group 2, pred_seriy
team 0, squad 1, group 2, pred_ivancov
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pre_killers_baza_killer_walk
team 0, squad 1, group 2, pre_killers_baza_killer_walk_2
team 0, squad 1, group 2, pre_killers_baza_killer_walk_3
team 0, squad 1, group 2, pre_killers_baza_killer_worth_2
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pred_ohrana
team 0, squad 1, group 2, pre_guard
team 0, squad 1, group 2, pre_lager_stalker_ukastrika
team 0, squad 1, group 2, pre_lager_stalker_ukastrika
team 0, squad 0, group 0, pred_st_flesh22
team 0, squad 1, group 2, pred_seriywff
team 0, squad 1, group 2, pred_smoker
team 0, squad 0, group 0, pred_st_flesh24
team 0, squad 0, group 0, pred_st_boar42
team 0, squad 0, group 0, pred_st_boar43
team 0, squad 0, group 0, pred_st_boar46
team 0, squad 0, group 0, pred_st_zombie51
team 0, squad 1, group 1, predbannik_blokpost_soldier1
team 0, squad 1, group 1, predbannik_blokpost_soldier71
team 0, squad 1, group 1, predbannik_blokpost_soldier70
team 0, squad 1, group 1, predbannik_blokpost_soldier2
team 0, squad 1, group 6, predbannik_specnaz_1
team 0, squad 1, group 6, predbannik_specnaz_2
team 0, squad 1, group 6, predbannik_specnaz_3
team 0, squad 1, group 6, predbannik_specnaz_10
team 0, squad 1, group 6, predbannik_specnaz_4
team 0, squad 1, group 6, predbannik_specnaz_5
team 0, squad 1, group 2, pre_killers_baza_killer_guard
team 0, squad 1, group 2, pre_killers_baza_killer_guard_plichko
team 0, squad 1, group 2, pre_killers_baza_killer_walk_4
team 0, squad 1, group 2, pre_killers_baza_killer_walk_5
team 0, squad 1, group 2, pre_killers_baza_killer_worth_3
team 0, squad 1, group 2, pre_killers_baza_killer_walk_5
team 0, squad 1, group 2, pre_killers_baza_killer_walk_7
team 0, squad 1, group 2, pre_killers_baza_killer_worth_4
team 0, squad 1, group 2, pre_killers_baza_killer_walk_8
team 0, squad 0, group 0, pred_st_zombie52
team 0, squad 0, group 0, pred_st_zombie52
team 0, squad 0, group 0, pred_st_boar62
team 0, squad 0, group 0, pred_st_boar63
team 0, squad 0, group 0, pred_st_dog91
team 0, squad 0, group 0, pred_st_boar71
team 0, squad 0, group 0, pred_st_dog93
team 0, squad 0, group 0, pred_st_boar74
team 0, squad 0, group 0, pred_st_cat81
team 0, squad 0, group 0, pred_st_dog95
team 0, squad 1, group 5, predbannik_bar_free_stalker
team 0, squad 1, group 5, predbannik_bar_free_stalker_0000
team 0, squad 1, group 5, predbannik_bar_free_stalker_0001
team 0, squad 1, group 5, predbannik_bar_free_stalker_0002
team 0, squad 1, group 5, predbannik_bar_free_stalker_0003
team 0, squad 1, group 5, predbannik_bar_free_stalker_0004
team 0, squad 0, group 0, predbannik_bar_visitors_stalker
team 0, squad 0, group 0, predbannik_bar_visitors_stalker_0000
team 0, squad 0, group 0, predbannik_bar_visitors_stalker_0001
team 0, squad 0, group 0, predbannik_bar_visitors_stalker_0002
team 0, squad 0, group 0, predbannik_gory_bandit_0000
team 0, squad 0, group 0, predbannik_gory_bandit_0001
team 0, squad 0, group 0, predbannik_gory_bandit_0001_1
team 0, squad 0, group 0, predbannik_gory_bandit_0002
team 0, squad 0, group 0, predbannik_gory_bandit_0003
team 0, squad 1, group 2, pred_karatel
team 0, squad 0, group 0, vehicle_uaz
team 0, squad 1, group 2, pred_baza_omon_smart1
team 0, squad 1, group 2, pred_baza_omon_smart2
team 0, squad 1, group 2, pred_baza_omon_smart3
team 0, squad 1, group 2, pred_baza_omon_smart4
team 0, squad 1, group 2, pred_baza_omon_smart5
team 0, squad 1, group 2, pred_baza_omon_smart6
team 0, squad 1, group 2, pred_baza_omon_smart7
team 0, squad 1, group 2, pred_baza_omon_smart8
team 0, squad 1, group 2, pred_baza_omon_smart9
team 0, squad 1, group 2, pred_baza_omon_smart10
team 0, squad 1, group 2, pred_baza_vdv_smart1
team 0, squad 1, group 2, pred_baza_vdv_smart2
team 0, squad 1, group 2, pred_baza_vdv_smart3
team 0, squad 1, group 2, pred_baza_vdv_smart4
team 0, squad 1, group 2, pred_baza_vdv_smart5
team 0, squad 1, group 2, pred_baza_vdv_smart6
team 0, squad 1, group 2, pred_baza_vdv_smart7
team 0, squad 1, group 2, pred_baza_vdv_smart8
team 0, squad 1, group 2, pred_baza_vdv_smart9
team 0, squad 1, group 2, pred_baza_vdv_smart9
team 0, squad 1, group 2, pred_baza_com_1
team 0, squad 1, group 2, pred_baza_com_2
team 0, squad 1, group 2, pred_baza_com_3
team 0, squad 1, group 2, pred_baza_kpp_smart1
team 0, squad 1, group 2, pred_baza_kpp_smart2
team 0, squad 1, group 2, pred_baza_kpp_smart3
team 0, squad 1, group 2, pred_baza_kpp_smart4
team 0, squad 1, group 2, pred_baza_kpp_smart5
team 0, squad 1, group 2, pred_baza_kpp_smart6
team 0, squad 0, group 0, pred_st_boar122
team 0, squad 0, group 0, pred_st_boar124
team 0, squad 0, group 0, pred_st_boar126
team 0, squad 0, group 0, pred_st_zombie131
team 0, squad 0, group 0, pred_st_zombie134
team 0, squad 0, group 0, pred_st_zombie141
team 0, squad 0, group 0, pred_st_zombie142
team 0, squad 0, group 0, pred_st_snork152
team 0, squad 0, group 0, pred_st_snork154
team 0, squad 0, group 0, pred_st_snork162
team 0, squad 0, group 0, pred_st_dog172
team 0, squad 0, group 0, pred_st_dog174
team 0, squad 0, group 0, pred_st_tushkano185
team 0, squad 0, group 0, pred_st_tushkano186
team 0, squad 0, group 0, pred_st_flesh193
team 0, squad 0, group 0, vehicle_niva
team 0, squad 1, group 2, pred_baza_army_smart1
team 0, squad 1, group 2, pred_baza_army_smart2
team 0, squad 1, group 2, pred_baza_army_smart3
team 0, squad 1, group 2, pred_baza_army_smart4
team 0, squad 1, group 2, pred_baza_army_smart5
team 0, squad 1, group 2, pred_baza_army_smart6
team 0, squad 1, group 2, pred_baza_army_smart7
team 0, squad 1, group 2, pred_baza_army_smart8
team 0, squad 1, group 2, pred_baza_army_smart9
team 0, squad 1, group 2, pred_baza_army_smart10
team 0, squad 0, group 0, fracture_normal11
team 0, squad 0, group 0, fracture_normal12
team 0, squad 0, group 0, fracture_normal12
team 0, squad 0, group 0, zombie_weak11
team 0, squad 0, group 0, zombie_resp_212
team 0, squad 0, group 0, zombie_resp_213
team 0, squad 0, group 0, zombie_normal_14
team 0, squad 0, group 0, zombie_resp_15
team 0, squad 0, group 0, zombie_normal37
team 0, squad 0, group 0, zombie_normal38
team 0, squad 0, group 0, zombie_resp_29
team 0, squad 0, group 0, izlom_swamp10
team 0, squad 0, group 0, zombie_resp_211
team 0, squad 0, group 0, zombie_normal12
team 0, squad 1, group 2, pesh_bandit_kamp111
team 0, squad 1, group 2, pesh_bandit_kamp112
team 0, squad 1, group 2, pesh_bandit_kamp113
team 0, squad 1, group 2, pesh_bandit_kamp114
team 0, squad 0, group 0, fracture_normal20
team 0, squad 0, group 0, fracture_normal21
team 0, squad 0, group 0, fracture_normal22
team 0, squad 0, group 0, snork_normal21
team 0, squad 0, group 0, snork_normal22
team 0, squad 0, group 0, snork_normal23
team 0, squad 0, group 0, zombie_normal211
team 0, squad 0, group 0, zombie_normal212
team 0, squad 0, group 0, zombie_normal213
team 0, squad 0, group 0, zombie_normal214
team 0, squad 1, group 2, pre_blokpost_military_guard_1
team 0, squad 1, group 2, pre_blokpost_military_guard_2
team 0, squad 1, group 2, pre_blokpost_military_guard_3
team 0, squad 1, group 2, pre_blokpost_military_guard_11
team 0, squad 1, group 2, pre_blokpost_military_commander_10
team 0, squad 1, group 2, pre_blokpost_military_9
team 0, squad 1, group 2, pre_blokpost_military_walk_8
team 0, squad 1, group 2, pre_blokpost_military_walk_5
team 0, squad 1, group 2, pre_blokpost_military_binocular_6
team 0, squad 1, group 2, pre_blokpost_military_walk_7
team 0, squad 1, group 2, pre_blokpost_military_guard_4
team 0, squad 1, group 2, predbannik_barman
importing alife objects from file alife_l05_vokzal.ltx...
team 0, squad 1, group 2, l05_stalker_00000_el_razv
team 0, squad 1, group 2, l05_stalker_0000_el_razv
team 0, squad 1, group 2, l05_stalker_0001_el_razv
team 0, squad 1, group 2, l05_stalker_0002_el_razv
team 0, squad 1, group 2, l05_stalker_0003_el_razv
team 0, squad 1, group 2, l05_stalker_0004_el_razv
team 0, squad 1, group 2, l05_stalker_0005_el_razv
team 0, squad 1, group 2, l05_stalker_0006_el_razv
team 0, squad 1, group 2, l05_stalker_0007_st
team 0, squad 1, group 2, l05_stalker_0008_vok_end
team 0, squad 1, group 2, l05_stalker_0009_st
team 0, squad 1, group 2, l05_stalker_0010_vok_end
team 0, squad 1, group 2, l05_stalker_0011_vok_end
team 0, squad 1, group 2, l05_stalker_0012_vok_end
team 0, squad 1, group 2, l05_stalker_0013_vok_end
team 0, squad 1, group 2, l05_stalker_0014_vok_end
team 0, squad 1, group 2, l05_stalker_0015_vok_end
team 0, squad 1, group 2, l05_stalker_0016_vok_end
team 0, squad 1, group 2, l05_stalker_0017_vok_end
team 0, squad 1, group 2, l05_stalker_0018_vok_end
team 0, squad 1, group 2, l05_stalker_0019_vok_end
team 0, squad 1, group 2, l05_stalker_0020_vok_end
team 0, squad 1, group 2, l05_stalker_0021_vok_end
team 0, squad 1, group 2, l05_stalker_0022_vok_end
team 0, squad 1, group 2, l05_stalker_0023_vok_end
team 0, squad 1, group 2, l05_stalker_0024_vok_end
team 0, squad 1, group 2, l05_stalker_0025_vok_end
team 0, squad 1, group 2, l05_stalker_0026_vok_end
team 0, squad 1, group 2, l05_stalker_0027_hak_wpn
team 0, squad 1, group 2, l05_stalker_0028_hak_wpn
team 0, squad 1, group 2, l05_stalker_0029_hak_wpn
team 0, squad 1, group 2, l05_stalker_0030_hak_wpn
team 0, squad 1, group 2, l05_stalker_0031_vok_end
team 0, squad 1, group 2, l05_stalker
team 0, squad 1, group 2, l05_stalker_0000
team 0, squad 1, group 2, l05_stalker_0001
team 0, squad 1, group 2, l05_stalker_0002
team 0, squad 1, group 2, l05_stalker_vok_end_h38
team 0, squad 1, group 2, l05_stalker_vok_end_h39
team 0, squad 1, group 2, l05_stalker_vok_end_h43
team 0, squad 1, group 2, l05_stalker_vok_end_h44
team 0, squad 1, group 2, l05_stalker_vok_end_h40
team 0, squad 1, group 2, l05_stalker_vok_end_h41
team 0, squad 1, group 2, l05_stalker_vok_end_h42
team 0, squad 1, group 2, l05_stalker_vok_end_h42
team 0, squad 1, group 2, l05_stalker_0032_dead
team 0, squad 1, group 2, vokzal_stalker_h1
team 0, squad 1, group 2, vokzal_stalker_h2
team 0, squad 1, group 2, vokzal_stalker_h3
team 0, squad 1, group 2, vokzal_stalker_h4
team 0, squad 1, group 2, vokzal_stalker_h5
team 0, squad 1, group 2, vokzal_stalker_h6
importing alife objects from file alife_l06_rostok.ltx...
team 0, squad 1, group 3, ros_sniper1
team 0, squad 1, group 3, ros_sniper2
team 0, squad 1, group 3, ros_sniper3
team 0, squad 1, group 3, ros_sniper4
team 0, squad 5, group 7, rost_naemnik_koster1
team 0, squad 5, group 7, rost_naemnik_koster2
team 0, squad 5, group 7, rost_naemnik_koster3
team 0, squad 1, group 3, bandit1_after_x16
team 0, squad 1, group 3, bandit2_after_x16
team 0, squad 1, group 3, bandit3_after_x16
team 0, squad 1, group 3, bandit4_after_x16
team 0, squad 1, group 3, bandit5_after_x16
team 0, squad 0, group 0, rostok_naemnik1_grup1
team 0, squad 0, group 0, rostok_naemnik2_grup1
team 0, squad 5, group 7, rostok_naemnik3_grup1
team 0, squad 5, group 7, rostok_naemnik4_grup1
team 0, squad 5, group 7, rostok_naemnik5_grup1
team 0, squad 1, group 3, rostok_bandit1_koster
team 0, squad 1, group 3, rostok_bandit2_koster
team 0, squad 1, group 3, rostok_bandit3_koster
team 0, squad 5, group 4, rost_siv
team 0, squad 5, group 4, rost_siv_ohr1
team 0, squad 5, group 4, rost_siv_ohr2
team 0, squad 5, group 4, naem_zahar1
team 0, squad 5, group 4, naem_zahar2
team 0, squad 5, group 4, naem_zahar3
team 0, squad 5, group 4, naem_zahar4
team 0, squad 5, group 4, naem_zahar5
team 0, squad 5, group 4, naem_zahar6
team 0, squad 5, group 4, bar_rostok_james
team 0, squad 5, group 7, bar_freedom_attacker_1
team 0, squad 5, group 7, bar_freedom_attacker_4
team 0, squad 5, group 7, bar_freedom_attacker_6
team 0, squad 5, group 7, bar_freedom_attacker_2
team 0, squad 5, group 7, bar_freedom_attacker_3
team 0, squad 5, group 7, bar_freedom_attacker_5
team 0, squad 5, group 3, bar_ecolog_professor
team 0, squad 5, group 3, bar_ecolog_crush_1
team 0, squad 5, group 3, bar_ecolog_crush_3
team 0, squad 5, group 3, bar_ecolog_crush_2
team 0, squad 5, group 3, bar_ecolog_crush_4
team 0, squad 5, group 7, bar_freedom_attacker_commander
team 0, squad 5, group 7, bar_spy_killer_2
team 0, squad 5, group 7, bar_spy_killers_2
team 0, squad 0, group 0, rostok_dog_dead_1
team 0, squad 0, group 0, rostok_dog_dead_2
team 0, squad 5, group 7, bar_spy_killers_1
team 0, squad 0, group 0, rostok_m_tushkano_e_0024
team 0, squad 0, group 0, rostok_dead_stalker_01
team 0, squad 0, group 0, rostok_dead_stalker_03
team 0, squad 0, group 0, rostok_dead_stalker_02
team 0, squad 5, group 3, bar_ecolog_crush_dead
team 0, squad 5, group 3, bar_ecolog_crush_dead_0000
team 0, squad 5, group 3, bar_ecolog_crush_dead_0001
team 0, squad 0, group 0, rostok_dead_stalker_0000
team 0, squad 5, group 7, bar_freedom_attacker_7
team 0, squad 5, group 7, bar_freedom_attacker_8
team 0, squad 5, group 7, bar_ambush_killer_01
team 6, squad 6, group 1, bar_ambush_killer_03
team 0, squad 6, group 8, bar_ambush_killer_05
team 0, squad 6, group 8, bar_ambush_killer_07
team 6, squad 6, group 1, rostok_stalker_0001
team 6, squad 6, group 1, rostok_stalker_0002
team 6, squad 6, group 1, rostok_stalker_0003
team 6, squad 6, group 1, rostok_stalker_0004
team 0, squad 5, group 3, bar_ecolog_crush_dead_0002
team 0, squad 5, group 3, bar_ecolog_crush_dead_0003
team 0, squad 6, group 8, bar_ambush_killer_09
team 0, squad 5, group 7, bar_freedom_attacker_10
team 0, squad 5, group 7, bar_freedom_attacker_11
team 0, squad 5, group 7, bar_freedom_attacker_12
team 0, squad 5, group 7, bar_freedom_attacker_9
team 0, squad 5, group 7, bar_freedom_attacker_0000
team 0, squad 5, group 7, bar_freedom_attacker_0001
team 0, squad 5, group 7, bar_freedom_attacker_0002
team 0, squad 5, group 7, bar_freedom_attacker_0003
team 0, squad 0, group 0, rostok_stalker_zombied
team 0, squad 0, group 0, rostok_stalker_zombied_0000
team 0, squad 0, group 0, rostok_stalker_zombied_0001
team 0, squad 0, group 0, rostok_stalker_zombied_0003
team 0, squad 0, group 0, rostok_stalker_zombied_0004
team 0, squad 0, group 0, rostok_stalker_zombied_0005
team 0, squad 0, group 0, rostok_stalker_zombied_0006
team 0, squad 5, group 7, bar_ambush_killer_02
team 0, squad 5, group 7, bar_ambush_killer_04
team 0, squad 0, group 0, rostok_pseudodog_weak
team 0, squad 0, group 0, rostok_dog_strong_0000
team 0, squad 0, group 0, rostok_dog_strong_0001
team 0, squad 0, group 0, rostok_stalker_0000
team 0, squad 0, group 0, rostok_dog_normal
team 0, squad 0, group 0, rostok_dog_normal_0000
team 0, squad 0, group 0, rostok_dog_normal_0001
team 0, squad 0, group 0, rostok_dog_normal_0002
team 0, squad 0, group 0, rostok_dog_strong_0002
team 0, squad 0, group 0, rostok_bloodsucker_strong
team 0, squad 0, group 0, rostok_m_poltergeist_tele_outdoor
team 0, squad 0, group 0, rostok_m_poltergeist_tele_outdoor_0000
importing alife objects from file alife_l03u_agr_underground.ltx...
team 0, squad 6, group 2, kat_m_bloodsucker_e
team 3, squad 5, group 1, kat2_m_controller_old_0000
team 0, squad 4, group 2, kat_bandit
team 0, squad 4, group 2, kat_bandit_0000
team 0, squad 4, group 2, kat_bandit_0001
team 0, squad 4, group 2, kat_bandit_0002
team 0, squad 4, group 2, kat_bandit_0003
team 0, squad 4, group 2, kat_bandit_0004
team 0, squad 4, group 2, kat_bandit_0005
team 0, squad 4, group 1, kat_soldier_0006
team 0, squad 4, group 1, kat_soldier_0007
team 0, squad 4, group 1, kat_soldier_0008
team 0, squad 4, group 1, kat_soldier_0009
team 0, squad 4, group 1, kat_soldier_0010
team 0, squad 4, group 1, kat_soldier_0011
team 0, squad 4, group 1, kat_soldier_0012
team 0, squad 4, group 1, kat_soldier_0013
team 0, squad 4, group 2, kat_bandit_0006
team 0, squad 0, group 0, kat_stalker
team 0, squad 4, group 1, kat_soldier_0000
team 0, squad 4, group 1, kat_soldier_0001
team 0, squad 4, group 1, kat_soldier_0002
importing alife objects from file alife_pripyat.ltx...
importing alife objects from file alife_l01_poligon.ltx...
team 0, squad 1, group 2, pol_mil_viska_1
team 0, squad 1, group 2, pol_mil_viska_2
team 0, squad 1, group 2, pol_mil_viska_3
team 0, squad 0, group 0, pol_tank_1
team 0, squad 1, group 2, pol_military_sleep1
team 0, squad 1, group 2, pol_military_sleep2
team 0, squad 1, group 2, pol_military_sleep3
team 0, squad 1, group 2, pol_military_sleep4
importing alife objects from file alife_level_f_1.ltx...
team 0, squad 0, group 0, f1_st_zombie1_2
team 0, squad 0, group 0, f1_st_zombie1_4
team 0, squad 0, group 0, f1_st_zombie1_6
team 0, squad 0, group 0, f1_st_zombie2_2
team 0, squad 0, group 0, f1_st_zombie2_4
team 0, squad 0, group 0, f1_st_zombie2_6
team 0, squad 0, group 0, f1_st_zombie3_2
team 0, squad 0, group 0, f1_st_zombie3_6
team 0, squad 0, group 0, f1_st_controller41
team 0, squad 0, group 0, f1_st_chimera6_3
team 0, squad 0, group 0, f1_st_chimera6_4
team 0, squad 0, group 0, f1_st_boar_flesh7_2
team 0, squad 0, group 0, f1_st_boar_flesh7_4
team 0, squad 0, group 0, f1_st_boar_flesh7_6
team 0, squad 0, group 0, f1_st_boar_flesh7_8
team 0, squad 0, group 0, f1_st_dog9_3
team 0, squad 0, group 0, f1_st_dog9_5
team 0, squad 0, group 0, f1_zika11
team 0, squad 0, group 0, f1_zika_stalker1
team 0, squad 0, group 0, f1_zika_stalker2
team 0, squad 0, group 0, f1_st_dog10_2
team 0, squad 0, group 0, f1_st_dog10_4
team 0, squad 0, group 0, f1_st_zombie13_3
team 0, squad 0, group 0, f1_st_zombie13_5
team 0, squad 0, group 0, f1_st_zombie13_6
team 0, squad 0, group 0, f1_st_zombie14_2
team 0, squad 0, group 0, f1_st_zombie14_3
team 0, squad 0, group 0, f1_st_flesh18_2
team 0, squad 0, group 0, f1_st_boar19_1
team 0, squad 0, group 0, f1_st_boar19_3
team 0, squad 0, group 0, f1_st_chimera20_4
